,YEAR,PREVAILING_WAGE
2868691,2011,0
1006221,2015,0
977633,2015,0
420582,2016,0
1439061,2014,0
1010026,2015,0
241123,2016,0
2989241,2011,0
334991,2016,0
1850463,2013,0
605156,2016,0
2301973,2012,0
2458784,2012,0
1028156,2015,0
447578,2016,0
1141789,2015,0
1997606,2013,0
606032,2016,0
2377065,2012,0
2850789,2011,0
2993187,2011,0
2413999,2012,0
1431011,2014,0
1983016,2013,0
691032,2015,0
1319218,2014,0
1818984,2013,0
877889,2015,0
723392,2015,0
537406,2016,0
1376745,2014,0
1832124,2013,0
2826344,2011,0
2433098,2012,0
2489208,2012,0
1068846,2015,0
2044956,2013,0
1234810,2015,0
867375,2015,0
2382761,2012,0
869441,2015,0
540417,2016,0
1120770,2015,0
2249191,2012,0
996309,2015,0
185384,2016,0
1221711,2015,0
342018,2016,0
1683321,2014,0
1959164,2013,0
2103518,2013,0
868328,2015,0
1527164,2014,0
208648,2016,0
1117940,2015,0
74509,2016,0
2167062,2013,0
419045,2016,0
629388,2016,0
1047107,2015,0
2714469,2011,0
2092604,2013,0
1773876,2014,0
2345550,2012,0
1703482,2014,0
817102,2015,0
1848580,2013,0
56131,2016,0
1388428,2014,0
292276,2016,0
1117545,2015,0
2871996,2011,0
417809,2016,0
1140238,2015,0
2624439,2012,0
1906521,2013,0
1071029,2015,0
860800,2015,0
2482371,2012,0
215533,2016,0
272336,2016,0
1652197,2014,0
372579,2016,0
192302,2016,0
332271,2016,0
2722322,2011,0
456590,2016,0
2745923,2011,0
218801,2016,0
509015,2016,0
2093324,2013,0
2536393,2012,0
2515475,2012,0
58626,2016,0
2444425,2012,0
2766923,2011,0
2244595,2012,0
465354,2016,0
712401,2015,0
1928835,2013,0
2099795,2013,0
452152,2016,0
812924,2015,0
704012,2015,0
1808788,2013,0
2197123,2013,0
221370,2016,0
299527,2016,0
99464,2016,0
1210844,2015,0
2159852,2013,0
1233035,2015,0
2099678,2013,0
1881049,2013,0
2756247,2011,0
1211620,2015,0
659485,2015,0
1028413,2015,0
2811811,2011,0
2796435,2011,0
1372526,2014,0
2225508,2013,0
1548703,2014,0
1008709,2015,0
1091146,2015,0
2003399,2013,0
2639480,2012,0
1796756,2013,0
1631211,2014,0
1197554,2015,0
1714947,2014,0
1656850,2014,0
434942,2016,0
364361,2016,0
258089,2016,0
1958534,2013,0
2852008,2011,0
2257534,2012,0
2843758,2011,0
2846522,2011,0
2348568,2012,0
160330,2016,0
2256688,2012,0
1873584,2013,0
861649,2015,0
1834144,2013,0
257309,2016,0
2622258,2012,0
1458954,2014,0
511505,2016,0
2403361,2012,0
458032,2016,0
2918197,2011,0
1331027,2014,0
1638507,2014,0
2389815,2012,0
2642262,2012,0
2168143,2013,0
2520714,2012,0
746018,2015,0
264582,2016,0
591970,2016,0
1504197,2014,0
1600590,2014,0
2570589,2012,0
680566,2015,0
1369555,2014,0
81721,2016,0
752055,2015,0
35596,2016,0
1455054,2014,0
1695813,2014,0
587592,2016,0
1100440,2015,0
996849,2015,0
795637,2015,0
2153667,2013,0
1696172,2014,0
1600010,2014,0
1543281,2014,0
1934549,2013,0
1352784,2014,0
2538031,2012,0
2415095,2012,0
1952168,2013,0
1304012,2014,0
956750,2015,0
128408,2016,0
2769370,2011,0
553688,2016,0
103176,2016,0
834186,2015,0
2148444,2013,0
1154308,2015,0
1871701,2013,0
2855259,2011,0
2129400,2013,0
2772100,2011,0
429433,2016,0
2597447,2012,0
587156,2016,0
2464335,2012,0
2356979,2012,0
1641352,2014,0
1687098,2014,0
1364100,2014,0
2921107,2011,0
434054,2016,0
2950270,2011,0
1098880,2015,0
2929524,2011,0
516703,2016,0
595163,2016,0
161021,2016,0
1612919,2014,0
1531222,2014,0
1138656,2015,0
2846814,2011,0
580070,2016,0
1906404,2013,0
695696,2015,0
1193209,2015,0
2074010,2013,0
2772682,2011,0
2825278,2011,0
246013,2016,0
1776341,2014,0
435977,2016,0
680644,2015,0
506788,2016,0
1545038,2014,0
684082,2015,0
1329479,2014,0
2880679,2011,0
1657452,2014,0
1685740,2014,0
2585656,2012,0
2939592,2011,0
1352646,2014,0
1729935,2014,0
2666252,2011,0
1246993,2015,0
2749578,2011,0
2361452,2012,0
1506149,2014,0
586409,2016,0
1161915,2015,0
2179568,2013,0
1925011,2013,0
914705,2015,0
639622,2016,0
1171459,2015,0
1607618,2014,0
1226952,2015,0
2856389,2011,0
34733,2016,0
2065696,2013,0
2995102,2011,0
733057,2015,0
2190505,2013,0
2598306,2012,0
1824473,2013,0
2707808,2011,0
411522,2016,0
2208758,2013,0
1594545,2014,0
2081547,2013,0
648557,2015,0
2759592,2011,0
1620314,2014,0
1364107,2014,0
2848764,2011,0
2351002,2012,0
2945431,2011,0
621369,2016,0
1444284,2014,0
1865574,2013,0
2567535,2012,0
1149387,2015,0
1901179,2013,0
528592,2016,0
133550,2016,0
990291,2015,0
679374,2015,0
1745732,2014,0
1849844,2013,0
24780,2016,0
1607437,2014,0
288235,2016,0
2942655,2011,0
1188493,2015,0
592727,2016,0
488496,2016,0
125500,2016,0
2667249,2011,0
1898759,2013,0
1226552,2015,0
946242,2015,0
789732,2015,0
253370,2016,0
1506954,2014,0
1886417,2013,0
2490492,2012,0
972261,2015,0
1742090,2014,0
249151,2016,0
2657938,2011,0
1841806,2013,0
399165,2016,0
573919,2016,0
1620757,2014,0
2101020,2013,0
1969773,2013,0
2546562,2012,0
2228976,2012,0
1810283,2013,0
2948079,2011,0
848024,2015,0
25685,2016,0
1674033,2014,0
1527109,2014,0
2677128,2011,0
380382,2016,0
1061766,2015,0
2935052,2011,0
1890304,2013,0
1903984,2013,0
1425142,2014,0
327875,2016,0
2580704,2012,0
2367158,2012,0
153769,2016,0
1680857,2014,0
2322617,2012,0
1501956,2014,0
374329,2016,0
2791317,2011,0
2968732,2011,0
1258531,2015,0
2996788,2011,0
2935696,2011,0
2052018,2013,0
2063592,2013,0
1479150,2014,0
1484282,2014,0
1403894,2014,0
273880,2016,0
1821653,2013,0
1582027,2014,0
817727,2015,0
121142,2016,0
1229628,2015,0
152415,2016,0
2296757,2012,0
2771412,2011,0
2843441,2011,0
1045196,2015,0
841728,2015,0
693587,2015,0
1364198,2014,0
1844190,2013,0
1823117,2013,0
815727,2015,0
1890533,2013,0
2906198,2011,0
240076,2016,0
2255677,2012,0
2151080,2013,0
1310751,2014,0
2704637,2011,0
2292566,2012,0
1226177,2015,0
2609597,2012,0
562575,2016,0
1297468,2014,0
125115,2016,0
2410567,2012,0
2572759,2012,0
909751,2015,0
1197736,2015,0
2625624,2012,0
1092981,2015,0
893954,2015,0
2386748,2012,0
2739204,2011,0
1260022,2015,0
2638525,2012,0
1551371,2014,0
1978797,2013,0
2065662,2013,0
1734141,2014,0
234164,2016,0
1718168,2014,0
1693961,2014,0
2811649,2011,0
1353285,2014,0
2104839,2013,0
282215,2016,0
2195579,2013,0
511652,2016,0
2681867,2011,0
2416487,2012,0
909061,2015,0
1176484,2015,0
2842929,2011,0
34360,2016,0
2089930,2013,0
653375,2015,0
368903,2016,0
1937653,2013,0
153359,2016,0
207822,2016,0
1609615,2014,0
1267615,2014,0
485153,2016,0
1747288,2014,0
1261683,2015,0
822173,2015,0
2854639,2011,0
120822,2016,0
216149,2016,0
1305476,2014,0
806961,2015,0
2157245,2013,0
669927,2015,0
572042,2016,0
1962471,2013,0
820283,2015,0
1135268,2015,0
2590595,2012,0
2549386,2012,0
1071599,2015,0
511258,2016,0
978318,2015,0
1514916,2014,0
2837382,2011,0
1268514,2014,0
860189,2015,0
1179451,2015,0
941214,2015,0
6001,2016,0
343585,2016,0
1268834,2014,0
406498,2016,0
1245474,2015,0
1521581,2014,0
1739741,2014,0
2566036,2012,0
2450809,2012,0
997523,2015,0
357370,2016,0
355240,2016,0
1148970,2015,0
2238812,2012,0
2706879,2011,0
2960183,2011,0
2421575,2012,0
257685,2016,0
899182,2015,0
2380449,2012,0
1948291,2013,0
37522,2016,0
296929,2016,0
2358660,2012,0
2400436,2012,0
1358996,2014,0
2223110,2013,0
1665056,2014,0
1566172,2014,0
1633841,2014,0
2281600,2012,0
1038493,2015,0
1878539,2013,0
1778360,2014,0
2763883,2011,0
1891627,2013,0
2847777,2011,0
1922692,2013,0
2980955,2011,0
1896458,2013,0
944119,2015,0
2312123,2012,0
2966531,2011,0
1357714,2014,0
1444506,2014,0
2546500,2012,0
1563948,2014,0
5278,2016,0
2984347,2011,0
2988826,2011,0
532862,2016,0
1237602,2015,0
1414882,2014,0
575139,2016,0
1801892,2013,0
2207124,2013,0
2799713,2011,0
177579,2016,0
637025,2016,0
615688,2016,0
2933833,2011,0
1931910,2013,0
827940,2015,0
2529354,2012,0
2935790,2011,0
2247417,2012,0
1373608,2014,0
1072540,2015,0
2764501,2011,0
466304,2016,0
89066,2016,0
155144,2016,0
2481127,2012,0
1408235,2014,0
1237781,2015,0
2384148,2012,0
1801206,2013,0
2273445,2012,0
1707569,2014,0
545574,2016,0
1878847,2013,0
2128633,2013,0
1783567,2014,0
377610,2016,0
346196,2016,0
2783536,2011,0
804456,2015,0
1083391,2015,0
250517,2016,0
2193377,2013,0
1827199,2013,0
496971,2016,0
2341240,2012,0
2525947,2012,0
2928698,2011,0
1518173,2014,0
1351013,2014,0
498,2016,0
2815400,2011,0
927953,2015,0
1322561,2014,0
1642646,2014,0
2190520,2013,0
2338919,2012,0
2848276,2011,0
2700762,2011,0
2395077,2012,0
289527,2016,0
2814400,2011,0
2661954,2011,0
2854083,2011,0
2990898,2011,0
2227599,2013,0
209260,2016,0
1091586,2015,0
2023871,2013,0
1950542,2013,0
1541176,2014,0
729558,2015,0
1057424,2015,0
2889029,2011,0
107882,2016,0
2980406,2011,0
1812550,2013,0
1366387,2014,0
474129,2016,0
2460367,2012,0
1936580,2013,0
1433557,2014,0
2531203,2012,0
1460975,2014,0
2400316,2012,0
1983771,2013,0
2164612,2013,0
1527640,2014,0
2579392,2012,0
1848475,2013,0
2212277,2013,0
1505068,2014,0
2482963,2012,0
1040150,2015,0
1052578,2015,0
955853,2015,0
1493469,2014,0
1160507,2015,0
1789122,2013,0
514648,2016,0
2504944,2012,0
2185961,2013,0
47023,2016,0
670998,2015,0
2965813,2011,0
184201,2016,0
2161464,2013,0
2224234,2013,0
2200011,2013,0
767251,2015,0
2244795,2012,0
2101646,2013,0
1793446,2013,0
2530212,2012,0
1032150,2015,0
1694113,2014,0
2263769,2012,0
1852204,2013,0
2733578,2011,0
313135,2016,0
1384490,2014,0
1687412,2014,0
6830,2016,0
1138864,2015,0
2659049,2011,0
2302246,2012,0
2354533,2012,0
2963057,2011,0
2268572,2012,0
225133,2016,0
2611573,2012,0
1153767,2015,0
2086351,2013,0
2114898,2013,0
803555,2015,0
1352221,2014,0
2611238,2012,0
2692214,2011,0
2012551,2013,0
393391,2016,0
1761829,2014,0
2143644,2013,0
246922,2016,0
1599742,2014,0
81840,2016,0
1188975,2015,0
2568612,2012,0
2640585,2012,0
2059366,2013,0
2658711,2011,0
2095666,2013,0
956111,2015,0
1037372,2015,0
93195,2016,0
176942,2016,0
1921470,2013,0
503018,2016,0
1821066,2013,0
255758,2016,0
1857487,2013,0
897582,2015,0
1457683,2014,0
1444145,2014,0
1862503,2013,0
2910659,2011,0
218398,2016,0
2346002,2012,0
486788,2016,0
1808522,2013,0
855599,2015,0
1069214,2015,0
462280,2016,0
1653832,2014,0
1025640,2015,0
2311827,2012,0
2369612,2012,0
489876,2016,0
2687981,2011,0
2597431,2012,0
2144315,2013,0
2262501,2012,0
779858,2015,0
1711073,2014,0
1081943,2015,0
2771341,2011,0
1540178,2014,0
2412761,2012,0
800296,2015,0
2924885,2011,0
1344548,2014,0
1048221,2015,0
119235,2016,0
651186,2015,0
2495898,2012,0
2472229,2012,0
2947996,2011,0
1385296,2014,0
117162,2016,0
2308692,2012,0
279797,2016,0
2625109,2012,0
1220429,2015,0
2612879,2012,0
2806832,2011,0
2917574,2011,0
2719208,2011,0
2076930,2013,0
387815,2016,0
463469,2016,0
2759701,2011,0
172029,2016,0
922444,2015,0
1620357,2014,0
1415640,2014,0
870516,2015,0
866228,2015,0
598644,2016,0
2512913,2012,0
2686688,2011,0
15343,2016,0
2407233,2012,0
205678,2016,0
1283964,2014,0
1645289,2014,0
2513655,2012,0
918983,2015,0
106355,2016,0
2446911,2012,0
2585973,2012,0
1523447,2014,0
2554659,2012,0
2269784,2012,0
1170655,2015,0
2028716,2013,0
2366979,2012,0
2147250,2013,0
1544051,2014,0
649424,2015,0
1964342,2013,0
1783536,2014,0
1199440,2015,0
1468726,2014,0
1100113,2015,0
1493562,2014,0
1203955,2015,0
148584,2016,0
2922821,2011,0
550969,2016,0
2020556,2013,0
2364637,2012,0
961736,2015,0
273561,2016,0
621733,2016,0
1283597,2014,0
2709076,2011,0
1426094,2014,0
2306542,2012,0
2198723,2013,0
212593,2016,0
1085430,2015,0
398479,2016,0
2480173,2012,0
417767,2016,0
892326,2015,0
2011644,2013,0
2374782,2012,0
2093166,2013,0
426009,2016,0
1400745,2014,0
1046496,2015,0
359441,2016,0
1485424,2014,0
1421350,2014,0
1038898,2015,0
2280176,2012,0
2533083,2012,0
3002001,2011,0
2531850,2012,0
988905,2015,0
1790395,2013,0
1450301,2014,0
843124,2015,0
654666,2015,0
1495720,2014,0
1942347,2013,0
696511,2015,0
2351027,2012,0
11271,2016,0
1279414,2014,0
1235512,2015,0
1986571,2013,0
2900937,2011,0
797656,2015,0
1036720,2015,0
1027477,2015,0
326150,2016,0
2234927,2012,0
526088,2016,0
913746,2015,0
1055635,2015,0
1801519,2013,0
389882,2016,0
2503304,2012,0
2066154,2013,0
2015637,2013,0
2049177,2013,0
2045172,2013,0
968463,2015,0
2078343,2013,0
1922228,2013,0
1629524,2014,0
2611406,2012,0
2807869,2011,0
554144,2016,0
86931,2016,0
2969813,2011,0
854211,2015,0
2697058,2011,0
982438,2015,0
350860,2016,0
2288301,2012,0
1787887,2013,0
1475772,2014,0
1611561,2014,0
584140,2016,0
2574277,2012,0
2384772,2012,0
216287,2016,0
100335,2016,0
1530637,2014,0
2071246,2013,0
595014,2016,0
2379436,2012,0
1037385,2015,0
730445,2015,0
2876213,2011,0
83634,2016,0
1013249,2015,0
2047344,2013,0
2930724,2011,0
1436620,2014,0
512889,2016,0
2980613,2011,0
2882406,2011,0
2357312,2012,0
937645,2015,0
1581764,2014,0
2602751,2012,0
2720084,2011,0
1056811,2015,0
2414067,2012,0
2870516,2011,0
294981,2016,0
1084820,2015,0
2572669,2012,0
1533703,2014,0
29515,2016,0
885261,2015,0
252264,2016,0
18501,2016,0
2496414,2012,0
1774980,2014,0
1238332,2015,0
3469,2016,0
184751,2016,0
2908040,2011,0
1309129,2014,0
984002,2015,0
1098530,2015,0
1586723,2014,0
2783577,2011,0
1973067,2013,0
679936,2015,0
1077216,2015,0
1219463,2015,0
1024508,2015,0
1113360,2015,0
612450,2016,0
1736841,2014,0
538688,2016,0
1988231,2013,0
515388,2016,0
902404,2015,0
1432616,2014,0
1647793,2014,0
105229,2016,0
26298,2016,0
2598059,2012,0
410887,2016,0
2088236,2013,0
554786,2016,0
1234404,2015,0
1599706,2014,0
1176618,2015,0
104067,2016,0
3001663,2011,0
1732091,2014,0
324270,2016,0
2766299,2011,0
2228713,2012,0
593041,2016,0
271622,2016,0
2755650,2011,0
920413,2015,0
105612,2016,0
1568654,2014,0
147897,2016,0
1105063,2015,0
33881,2016,0
1584836,2014,0
2428268,2012,0
1151208,2015,0
1371440,2014,0
2933724,2011,0
2942441,2011,0
409097,2016,0
226810,2016,0
473765,2016,0
2281203,2012,0
1956576,2013,0
1030779,2015,0
2373463,2012,0
1066468,2015,0
1525430,2014,0
302247,2016,0
623937,2016,0
346029,2016,0
2321988,2012,0
77397,2016,0
1668475,2014,0
82589,2016,0
265554,2016,0
2389343,2012,0
1093670,2015,0
686644,2015,0
1153916,2015,0
429564,2016,0
1373740,2014,0
1837596,2013,0
2572424,2012,0
1495889,2014,0
215077,2016,0
2566498,2012,0
744165,2015,0
1674908,2014,0
2164760,2013,0
1821423,2013,0
555437,2016,0
1346859,2014,0
2163943,2013,0
675311,2015,0
1572622,2014,0
465165,2016,0
806827,2015,0
1806815,2013,0
1204645,2015,0
2298402,2012,0
105636,2016,0
2978107,2011,0
372935,2016,0
557187,2016,0
970645,2015,0
606168,2016,0
1200011,2015,0
1437173,2014,0
846640,2015,0
2782780,2011,0
1374824,2014,0
2840156,2011,0
902470,2015,0
2438085,2012,0
257303,2016,0
611685,2016,0
1697775,2014,0
2484345,2012,0
422152,2016,0
2841311,2011,0
2301843,2012,0
1781703,2014,0
2989608,2011,0
966759,2015,0
973906,2015,0
391865,2016,0
1041985,2015,0
917830,2015,0
2318883,2012,0
448778,2016,0
2204119,2013,0
1914144,2013,0
2747514,2011,0
1459783,2014,0
1613720,2014,0
2104398,2013,0
1204724,2015,0
2575773,2012,0
1073640,2015,0
516420,2016,0
773493,2015,0
2387779,2012,0
2753576,2011,0
2457387,2012,0
934925,2015,0
2863023,2011,0
3064,2016,0
2298525,2012,0
895948,2015,0
530812,2016,0
2167753,2013,0
739575,2015,0
110153,2016,0
1213346,2015,0
2273058,2012,0
1586964,2014,0
2204534,2013,0
412932,2016,0
1731973,2014,0
1475360,2014,0
268659,2016,0
1548081,2014,0
1092544,2015,0
981472,2015,0
2756813,2011,0
250764,2016,0
2429852,2012,0
119320,2016,0
2772559,2011,0
1724165,2014,0
2139813,2013,0
1074224,2015,0
1168267,2015,0
1725613,2014,0
1711974,2014,0
2243849,2012,0
1178832,2015,0
1269225,2014,0
2439013,2012,0
2224196,2013,0
329502,2016,0
1777506,2014,0
2441663,2012,0
1297377,2014,0
937683,2015,0
1335355,2014,0
1980059,2013,0
171805,2016,0
712032,2015,0
2780920,2011,0
2438754,2012,0
1890078,2013,0
1928505,2013,0
2260266,2012,0
1562588,2014,0
2066683,2013,0
2483738,2012,0
837280,2015,0
397376,2016,0
2517045,2012,0
1574023,2014,0
463398,2016,0
2233835,2012,0
997342,2015,0
862382,2015,0
2929527,2011,0
2013839,2013,0
2533565,2012,0
1069356,2015,0
623576,2016,0
1560737,2014,0
2804430,2011,0
2175780,2013,0
2616376,2012,0
1412678,2014,0
1360053,2014,0
314541,2016,0
1048271,2015,0
1421529,2014,0
226546,2016,0
349174,2016,0
1764201,2014,0
2798383,2011,0
2879671,2011,0
607777,2016,0
1300131,2014,0
862887,2015,0
649924,2015,0
1703272,2014,0
2754361,2011,0
2582470,2012,0
366022,2016,0
627763,2016,0
1431907,2014,0
1691631,2014,0
2876289,2011,0
2401980,2012,0
499736,2016,0
93184,2016,0
1055126,2015,0
2382498,2012,0
654683,2015,0
235459,2016,0
1202890,2015,0
536399,2016,0
1141916,2015,0
302962,2016,0
535920,2016,0
830078,2015,0
129934,2016,0
2416782,2012,0
1824683,2013,0
2599704,2012,0
256265,2016,0
932327,2015,0
2822924,2011,0
378128,2016,0
1874570,2013,0
2851929,2011,0
412182,2016,0
470326,2016,0
850477,2015,0
1289181,2014,0
2089655,2013,0
2376715,2012,0
1836972,2013,0
101899,2016,0
2889905,2011,0
1446313,2014,0
1228186,2015,0
1904126,2013,0
1532618,2014,0
1793077,2013,0
1731153,2014,0
1817712,2013,0
2174778,2013,0
465575,2016,0
2494052,2012,0
2725343,2011,0
2149693,2013,0
3001794,2011,0
2082831,2013,0
332254,2016,0
2626408,2012,0
685871,2015,0
10212,2016,0
2476057,2012,0
187301,2016,0
439007,2016,0
352813,2016,0
1382171,2014,0
410978,2016,0
1876838,2013,0
1776708,2014,0
2101251,2013,0
2944058,2011,0
1898481,2013,0
2149900,2013,0
2254479,2012,0
1930789,2013,0
1051770,2015,0
2856483,2011,0
760094,2015,0
1318535,2014,0
674258,2015,0
2975607,2011,0
2733774,2011,0
2984491,2011,0
2101007,2013,0
94095,2016,0
293934,2016,0
87370,2016,0
915837,2015,0
1913206,2013,0
582180,2016,0
1303408,2014,0
2323539,2012,0
2446170,2012,0
2618044,2012,0
2729937,2011,0
137878,2016,0
461380,2016,0
321508,2016,0
2561887,2012,0
761557,2015,0
2286443,2012,0
2727259,2011,0
2856812,2011,0
1006543,2015,0
1109701,2015,0
1857339,2013,0
2052414,2013,0
792947,2015,0
964879,2015,0
2687187,2011,0
488336,2016,0
2618273,2012,0
1348736,2014,0
1350189,2014,0
13910,2016,0
2248745,2012,0
1082638,2015,0
2003008,2013,0
1208881,2015,0
1940910,2013,0
2684881,2011,0
2977451,2011,0
60221,2016,0
1142613,2015,0
2790329,2011,0
2205999,2013,0
2802820,2011,0
2012900,2013,0
1731066,2014,0
1883130,2013,0
1075350,2015,0
2630179,2012,0
1802358,2013,0
1612596,2014,0
2726615,2011,0
712870,2015,0
2939562,2011,0
1019479,2015,0
148250,2016,0
1047597,2015,0
226904,2016,0
451087,2016,0
2667446,2011,0
526872,2016,0
1548160,2014,0
1578069,2014,0
1937692,2013,0
521670,2016,0
2329621,2012,0
2144330,2013,0
2827078,2011,0
1252666,2015,0
2882265,2011,0
170686,2016,0
2018640,2013,0
360941,2016,0
1934176,2013,0
1399626,2014,0
637512,2016,0
2687497,2011,0
1106244,2015,0
144002,2016,0
1427056,2014,0
1990764,2013,0
2055094,2013,0
740977,2015,0
1728647,2014,0
2885617,2011,0
2187506,2013,0
2876071,2011,0
859260,2015,0
2364460,2012,0
846544,2015,0
796231,2015,0
2468939,2012,0
1368202,2014,0
9183,2016,0
2517328,2012,0
2442732,2012,0
405781,2016,0
1189795,2015,0
1172617,2015,0
1076460,2015,0
989863,2015,0
2633339,2012,0
1680441,2014,0
1078462,2015,0
514157,2016,0
314638,2016,0
1730989,2014,0
448757,2016,0
2616031,2012,0
2975689,2011,0
1156083,2015,0
1418856,2014,0
2037433,2013,0
2037963,2013,0
133924,2016,0
782945,2015,0
1551199,2014,0
1120650,2015,0
815504,2015,0
2304545,2012,0
1375890,2014,0
2317733,2012,0
2698744,2011,0
341358,2016,0
457194,2016,0
1946213,2013,0
214786,2016,0
2109603,2013,0
1749428,2014,0
2915496,2011,0
2960299,2011,0
2709657,2011,0
2517061,2012,0
2606519,2012,0
2052464,2013,0
597487,2016,0
1104609,2015,0
2765964,2011,0
2682960,2011,0
2282790,2012,0
1308286,2014,0
1335718,2014,0
470697,2016,0
1579142,2014,0
2888096,2011,0
2334428,2012,0
2074861,2013,0
995432,2015,0
2307636,2012,0
80411,2016,0
278288,2016,0
552989,2016,0
1216569,2015,0
2858094,2011,0
2812179,2011,0
1887281,2013,0
2018233,2013,0
763447,2015,0
1715867,2014,0
653881,2015,0
930783,2015,0
2914591,2011,0
1854448,2013,0
40923,2016,0
1675777,2014,0
2110608,2013,0
1746906,2014,0
2684495,2011,0
2211287,2013,0
2341289,2012,0
2079088,2013,0
353097,2016,0
1172122,2015,0
381002,2016,0
2833272,2011,0
912101,2015,0
187662,2016,0
1153528,2015,0
469304,2016,0
2154105,2013,0
2081178,2013,0
505414,2016,0
2189710,2013,0
487796,2016,0
1070367,2015,0
2521003,2012,0
2228526,2012,0
551092,2016,0
2801251,2011,0
945841,2015,0
1444826,2014,0
2979325,2011,0
2078774,2013,0
731764,2015,0
1359505,2014,0
94375,2016,0
2271625,2012,0
143975,2016,0
1479073,2014,0
1378056,2014,0
956110,2015,0
2847447,2011,0
2394045,2012,0
1113272,2015,0
2014578,2013,0
1740817,2014,0
2579904,2012,0
1717430,2014,0
2026151,2013,0
1450175,2014,0
2062513,2013,0
2297203,2012,0
1849492,2013,0
2469202,2012,0
1532681,2014,0
940729,2015,0
1599122,2014,0
2960608,2011,0
2994669,2011,0
302326,2016,0
612239,2016,0
1358361,2014,0
2604211,2012,0
2751703,2011,0
2131307,2013,0
462541,2016,0
2560199,2012,0
90630,2016,0
716494,2015,0
1589020,2014,0
389770,2016,0
724487,2015,0
662998,2015,0
2081243,2013,0
474557,2016,0
2045844,2013,0
2123047,2013,0
1457950,2014,0
1375514,2014,0
853975,2015,0
1906855,2013,0
1959977,2013,0
2099047,2013,0
522151,2016,0
2182822,2013,0
1955738,2013,0
53065,2016,0
2159112,2013,0
165467,2016,0
511931,2016,0
1358981,2014,0
1360010,2014,0
2630802,2012,0
2303565,2012,0
845221,2015,0
2158169,2013,0
2402099,2012,0
1721388,2014,0
1810071,2013,0
1577648,2014,0
2485304,2012,0
277289,2016,0
1920131,2013,0
1029172,2015,0
2098182,2013,0
944290,2015,0
1291421,2014,0
563623,2016,0
115406,2016,0
2186773,2013,0
119298,2016,0
195147,2016,0
1684121,2014,0
2330690,2012,0
2093750,2013,0
2255720,2012,0
846946,2015,0
1848752,2013,0
995774,2015,0
236577,2016,0
2199354,2013,0
2195428,2013,0
609750,2016,0
1926928,2013,0
1450967,2014,0
2605284,2012,0
2412875,2012,0
2993050,2011,0
1030874,2015,0
2365098,2012,0
2119431,2013,0
619204,2016,0
1154846,2015,0
2111501,2013,0
1767005,2014,0
723431,2015,0
2959519,2011,0
2061379,2013,0
155485,2016,0
2922324,2011,0
2481077,2012,0
1616529,2014,0
1720979,2014,0
807058,2015,0
1624051,2014,0
1129810,2015,0
304481,2016,0
549137,2016,0
2168294,2013,0
1400539,2014,0
1351323,2014,0
2863825,2011,0
651332,2015,0
2697644,2011,0
